config,direction,threshold,bracket_family,bracket,trail,time_stop,base_trades,trades,gross_bp,net_bp,total_net_bp,hit_rate,sr_per_trade,t_stat,avg_hold_min,pct_target,pct_stop,pct_time
fade|mv0|tp0.25f|sl1f|tr2|t58,fade,0.0,frac,tp0.25f|sl1f,2.0,58,41,41,0.058948202380450065,-0.17995179761954994,-7.378023702401547,0.36585365853658536,-0.5264129681848345,-3.3706876354832804,2.5121951219512195,0.6585365853658537,0.34146341463414637,0.0
fade|mv0|tp0.25f|sl1f|tr2|t118,fade,0.0,frac,tp0.25f|sl1f,2.0,118,41,41,0.058948202380450065,-0.17995179761954994,-7.378023702401547,0.36585365853658536,-0.5264129681848345,-3.3706876354832804,2.5121951219512195,0.6585365853658537,0.34146341463414637,0.0
fade|mv0|tp0.25f|sl1f|tr2|t238,fade,0.0,frac,tp0.25f|sl1f,2.0,238,41,41,0.058948202380450065,-0.17995179761954994,-7.378023702401547,0.36585365853658536,-0.5264129681848345,-3.3706876354832804,2.5121951219512195,0.6585365853658537,0.34146341463414637,0.0
fade|mv0|tp0.25f|sl1f|tr4|t30,fade,0.0,frac,tp0.25f|sl1f,4.0,30,41,41,0.058948202380450065,-0.17995179761954994,-7.378023702401547,0.36585365853658536,-0.5264129681848345,-3.3706876354832804,2.5121951219512195,0.6585365853658537,0.34146341463414637,0.0
fade|mv0|tp0.25f|sl1f|tr4|t58,fade,0.0,frac,tp0.25f|sl1f,4.0,58,41,41,0.058948202380450065,-0.17995179761954994,-7.378023702401547,0.36585365853658536,-0.5264129681848345,-3.3706876354832804,2.5121951219512195,0.6585365853658537,0.34146341463414637,0.0
fade|mv0|tp0.25f|sl1f|tr4|t118,fade,0.0,frac,tp0.25f|sl1f,4.0,118,41,41,0.058948202380450065,-0.17995179761954994,-7.378023702401547,0.36585365853658536,-0.5264129681848345,-3.3706876354832804,2.5121951219512195,0.6585365853658537,0.34146341463414637,0.0
fade|mv0|tp0.25f|sl1f|tr4|t238,fade,0.0,frac,tp0.25f|sl1f,4.0,238,41,41,0.058948202380450065,-0.17995179761954994,-7.378023702401547,0.36585365853658536,-0.5264129681848345,-3.3706876354832804,2.5121951219512195,0.6585365853658537,0.34146341463414637,0.0
fade|mv0|tp0.25f|sl1.5f|tr-|t30,fade,0.0,frac,tp0.25f|sl1.5f,,30,41,41,0.023901850528491694,-0.21499814947150828,-8.814924128331839,0.43902439024390244,-0.4676408405510236,-2.9943624005457297,3.658536585365854,0.7317073170731707,0.2682926829268293,0.0
fade|mv0|tp0.25f|sl1.5f|tr-|t58,fade,0.0,frac,tp0.25f|sl1.5f,,58,41,41,0.023901850528491694,-0.21499814947150828,-8.814924128331839,0.43902439024390244,-0.4676408405510236,-2.9943624005457297,3.658536585365854,0.7317073170731707,0.2682926829268293,0.0
fade|mv0|tp0.25f|sl1.5f|tr-|t118,fade,0.0,frac,tp0.25f|sl1.5f,,118,41,41,0.023901850528491694,-0.21499814947150828,-8.814924128331839,0.43902439024390244,-0.4676408405510236,-2.9943624005457297,3.658536585365854,0.7317073170731707,0.2682926829268293,0.0
fade|mv0|tp0.25f|sl1.5f|tr-|t238,fade,0.0,frac,tp0.25f|sl1.5f,,238,41,41,0.023901850528491694,-0.21499814947150828,-8.814924128331839,0.43902439024390244,-0.4676408405510236,-2.9943624005457297,3.658536585365854,0.7317073170731707,0.2682926829268293,0.0
fade|mv0|tp0.25f|sl1.5f|tr2|t30,fade,0.0,frac,tp0.25f|sl1.5f,2.0,30,41,41,0.023901850528491694,-0.21499814947150828,-8.814924128331839,0.43902439024390244,-0.4676408405510236,-2.9943624005457297,3.658536585365854,0.7317073170731707,0.2682926829268293,0.0
fade|mv0|tp0.25f|sl1.5f|tr2|t58,fade,0.0,frac,tp0.25f|sl1.5f,2.0,58,41,41,0.023901850528491694,-0.21499814947150828,-8.814924128331839,0.43902439024390244,-0.4676408405510236,-2.9943624005457297,3.658536585365854,0.7317073170731707,0.2682926829268293,0.0
fade|mv0|tp0.25f|sl1.5f|tr2|t118,fade,0.0,frac,tp0.25f|sl1.5f,2.0,118,41,41,0.023901850528491694,-0.21499814947150828,-8.814924128331839,0.43902439024390244,-0.4676408405510236,-2.9943624005457297,3.658536585365854,0.7317073170731707,0.2682926829268293,0.0
fade|mv0|tp0.25f|sl1.5f|tr2|t238,fade,0.0,frac,tp0.25f|sl1.5f,2.0,238,41,41,0.023901850528491694,-0.21499814947150828,-8.814924128331839,0.43902439024390244,-0.4676408405510236,-2.9943624005457297,3.658536585365854,0.7317073170731707,0.2682926829268293,0.0
fade|mv0|tp0.25f|sl1.5f|tr4|t30,fade,0.0,frac,tp0.25f|sl1.5f,4.0,30,41,41,0.023901850528491694,-0.21499814947150828,-8.814924128331839,0.43902439024390244,-0.4676408405510236,-2.9943624005457297,3.658536585365854,0.7317073170731707,0.2682926829268293,0.0
fade|mv0|tp0.25f|sl1.5f|tr4|t58,fade,0.0,frac,tp0.25f|sl1.5f,4.0,58,41,41,0.023901850528491694,-0.21499814947150828,-8.814924128331839,0.43902439024390244,-0.4676408405510236,-2.9943624005457297,3.658536585365854,0.7317073170731707,0.2682926829268293,0.0
fade|mv0|tp0.25f|sl1.5f|tr4|t118,fade,0.0,frac,tp0.25f|sl1.5f,4.0,118,41,41,0.023901850528491694,-0.21499814947150828,-8.814924128331839,0.43902439024390244,-0.4676408405510236,-2.9943624005457297,3.658536585365854,0.7317073170731707,0.2682926829268293,0.0
fade|mv0|tp0.25f|sl1.5f|tr4|t238,fade,0.0,frac,tp0.25f|sl1.5f,4.0,238,41,41,0.023901850528491694,-0.21499814947150828,-8.814924128331839,0.43902439024390244,-0.4676408405510236,-2.9943624005457297,3.658536585365854,0.7317073170731707,0.2682926829268293,0.0
fade|mv0|tp0.25f|sl2f|tr-|t30,fade,0.0,frac,tp0.25f|sl2f,,30,41,41,-0.000834237548874751,-0.23973423754887474,-9.829103739503864,0.43902439024390244,-0.45753990472252726,-2.9296848535215307,3.8536585365853657,0.7317073170731707,0.2682926829268293,0.0
